source,destination,distance,source_crime_count,destination_crime_count,dest_percentile
patel nagar,sangam vihar,19.732435288488407,0,2,67
sangam vihar,patel nagar,19.732435288488407,2,0,100
patel nagar,sarai kale khan,12.653250638795686,0,1,84
sarai kale khan,patel nagar,12.653250638795686,1,0,100
patel nagar,shalimar bagh,6.437185797004362,0,2,67
shalimar bagh,patel nagar,6.437185797004362,2,0,100
patel nagar,tilak nagar,6.5359756930050175,0,1,84
tilak nagar,patel nagar,6.5359756930050175,1,0,100
patel nagar,tis hazari,5.879395529591467,0,2,67
tis hazari,patel nagar,5.879395529591467,2,0,100
patel nagar,trilokpuri,15.80206535698235,0,2,67
trilokpuri,patel nagar,15.80206535698235,2,0,100
patel nagar,tughlakabad,19.5789096960315,0,1,84
tughlakabad,patel nagar,19.5789096960315,1,0,100
patel nagar,vasant kunj,14.520168823855865,0,2,67
vasant kunj,patel nagar,14.520168823855865,2,0,100
patel nagar,vijay nagar,5.613197308900612,0,1,84
vijay nagar,patel nagar,5.613197308900612,1,0,100
patel nagar,wazirabad,26.028249362050037,0,2,67
wazirabad,patel nagar,26.028249362050037,2,0,100
patel nagar,yamuna vihar,12.165216458977964,0,1,84
yamuna vihar,patel nagar,12.165216458977964,1,0,100
pitampura,prem nagar,18.60590994172693,2,1,84
prem nagar,pitampura,18.60590994172693,1,2,67
pitampura,rajouri garden,6.523719148502186,2,1,84
rajouri garden,pitampura,6.523719148502186,1,2,67
pitampura,rohini,2.249885669862968,2,4,34
rohini,pitampura,2.249885669862968,4,2,67
pitampura,saket,21.11227078318905,2,1,84
saket,pitampura,21.11227078318905,1,2,67
pitampura,sangam vihar,24.83850816157651,2,2,67
sangam vihar,pitampura,24.83850816157651,2,2,67
pitampura,sarai kale khan,17.579819976237804,2,1,84
sarai kale khan,pitampura,17.579819976237804,1,2,67
pitampura,shalimar bagh,2.842441261741502,2,2,67
shalimar bagh,pitampura,2.842441261741502,2,2,67
pitampura,tilak nagar,7.52918535774975,2,1,84
tilak nagar,pitampura,7.52918535774975,1,2,67
pitampura,tis hazari,9.1751225547154,2,2,67
tis hazari,pitampura,9.1751225547154,2,2,67
pitampura,trilokpuri,20.142049352427172,2,2,67
trilokpuri,pitampura,20.142049352427172,2,2,67
pitampura,tughlakabad,24.708065521889228,2,1,84
tughlakabad,pitampura,24.708065521889228,1,2,67
pitampura,vasant kunj,19.077128077172148,2,2,67
vasant kunj,pitampura,19.077128077172148,2,2,67
pitampura,vijay nagar,7.038277796614863,2,1,84
vijay nagar,pitampura,7.038277796614863,1,2,67
pitampura,wazirabad,29.838112697664734,2,2,67
wazirabad,pitampura,29.838112697664734,2,2,67
pitampura,yamuna vihar,13.91537391321216,2,1,84
yamuna vihar,pitampura,13.91537391321216,1,2,67
prem nagar,rajouri garden,14.22378349716218,1,1,84
rajouri garden,prem nagar,14.22378349716218,1,1,84
prem nagar,rohini,18.883231538365045,1,4,34
rohini,prem nagar,18.883231538365045,4,1,84
prem nagar,saket,24.18517204997066,1,1,84
saket,prem nagar,24.18517204997066,1,1,84
prem nagar,sangam vihar,27.586873345959386,1,2,67
sangam vihar,prem nagar,27.586873345959386,2,1,84
prem nagar,sarai kale khan,26.989757300970634,1,1,84
sarai kale khan,prem nagar,26.989757300970634,1,1,84
prem nagar,shalimar bagh,21.432313693015484,1,2,67
shalimar bagh,prem nagar,21.432313693015484,2,1,84
prem nagar,tilak nagar,12.12822659452652,1,1,84
tilak nagar,prem nagar,12.12822659452652,1,1,84
prem nagar,tis hazari,24.39986555588864,1,2,67
tis hazari,prem nagar,24.39986555588864,2,1,84
prem nagar,trilokpuri,31.90498514483762,1,2,67
trilokpuri,prem nagar,31.90498514483762,2,1,84
prem nagar,tughlakabad,29.53695909850305,1,1,84
tughlakabad,prem nagar,29.53695909850305,1,1,84
prem nagar,vasant kunj,18.56831121943603,1,2,67
vasant kunj,prem nagar,18.56831121943603,2,1,84
prem nagar,vijay nagar,24.08570977434743,1,1,84
vijay nagar,prem nagar,24.08570977434743,1,1,84
prem nagar,wazirabad,20.9175629475866,1,2,67
wazirabad,prem nagar,20.9175629475866,2,1,84
prem nagar,yamuna vihar,30.822159969755567,1,1,84
yamuna vihar,prem nagar,30.822159969755567,1,1,84
rajouri garden,rohini,8.235412549804701,1,4,34
rohini,rajouri garden,8.235412549804701,4,1,84
rajouri garden,saket,16.19713653695081,1,1,84
saket,rajouri garden,16.19713653695081,1,1,84
rajouri garden,sangam vihar,20.063276419673752,1,2,67
sangam vihar,rajouri garden,20.063276419673752,2,1,84
rajouri garden,sarai kale khan,15.010886667600033,1,1,84
sarai kale khan,rajouri garden,15.010886667600033,1,1,84
rajouri garden,shalimar bagh,9.035354162116537,1,2,67
shalimar bagh,rajouri garden,9.035354162116537,2,1,84
rajouri garden,tilak nagar,2.1669414425138345,1,1,84
tilak nagar,rajouri garden,2.1669414425138345,1,1,84
rajouri garden,tis hazari,10.199763851250383,1,2,67
tis hazari,rajouri garden,10.199763851250383,2,1,84
rajouri garden,trilokpuri,19.04006889034769,1,2,67
trilokpuri,rajouri garden,19.04006889034769,2,1,84
rajouri garden,tughlakabad,20.60927795526207,1,1,84
tughlakabad,rajouri garden,20.60927795526207,1,1,84
rajouri garden,vasant kunj,13.09301837614208,1,2,67
vasant kunj,rajouri garden,13.09301837614208,2,1,84
rajouri garden,vijay nagar,9.998927638662403,1,1,84
vijay nagar,rajouri garden,9.998927638662403,1,1,84
rajouri garden,wazirabad,23.336280266547213,1,2,67
wazirabad,rajouri garden,23.336280266547213,2,1,84
rajouri garden,yamuna vihar,16.603152923120433,1,1,84
yamuna vihar,rajouri garden,16.603152923120433,1,1,84
rohini,saket,23.32043076891164,4,1,84
saket,rohini,23.32043076891164,1,4,34
rohini,sangam vihar,27.0631152344867,4,2,67
sangam vihar,rohini,27.0631152344867,2,4,34
rohini,sarai kale khan,19.798896953416893,4,1,84
sarai kale khan,rohini,19.798896953416893,1,4,34
rohini,shalimar bagh,3.2982735001653043,4,2,67
shalimar bagh,rohini,3.2982735001653043,2,4,34
rohini,tilak nagar,8.804628496121875,4,1,84
tilak nagar,rohini,8.804628496121875,1,4,34
rohini,tis hazari,11.137567735184321,4,2,67
tis hazari,rohini,11.137567735184321,2,4,34
rohini,trilokpuri,22.209792098842936,4,2,67
trilokpuri,rohini,22.209792098842936,2,4,34
rohini,tughlakabad,26.95714380803923,4,1,84
tughlakabad,rohini,26.95714380803923,1,4,34
rohini,vasant kunj,21.101342596383965,4,2,67
vasant kunj,rohini,21.101342596383965,2,4,34
rohini,vijay nagar,8.696132103152053,4,1,84
vijay nagar,rohini,8.696132103152053,1,4,34
rohini,wazirabad,31.53694721289217,4,2,67
wazirabad,rohini,31.53694721289217,2,4,34
rohini,yamuna vihar,15.286519916113928,4,1,84
yamuna vihar,rohini,15.286519916113928,1,4,34
saket,sangam vihar,3.873376610605729,1,2,67
sangam vihar,saket,3.873376610605729,2,1,84
saket,sarai kale khan,8.067969577118449,1,1,84
sarai kale khan,saket,8.067969577118449,1,1,84
saket,shalimar bagh,22.324968235685333,1,2,67
shalimar bagh,saket,22.324968235685333,2,1,84
saket,tilak nagar,17.342889489610876,1,1,84
tilak nagar,saket,17.342889489610876,1,1,84
saket,tis hazari,15.875843096278098,1,2,67
tis hazari,saket,15.875843096278098,2,1,84
saket,trilokpuri,12.804283038983385,1,2,67
trilokpuri,saket,12.804283038983385,2,1,84
saket,tughlakabad,5.370293160248503,1,1,84
tughlakabad,saket,5.370293160248503,1,1,84
saket,vasant kunj,5.846648007905992,1,2,67
vasant kunj,saket,5.846648007905992,2,1,84
saket,vijay nagar,18.62286856789128,1,1,84
vijay nagar,saket,18.62286856789128,1,1,84
saket,wazirabad,15.911846671575296,1,2,67
wazirabad,saket,15.911846671575296,2,1,84
saket,yamuna vihar,20.397374880960246,1,1,84
yamuna vihar,saket,20.397374880960246,1,1,84
sangam vihar,sarai kale khan,10.027240373880966,2,1,84
sarai kale khan,sangam vihar,10.027240373880966,1,2,67
sangam vihar,shalimar bagh,25.911212628223755,2,2,67
shalimar bagh,sangam vihar,25.911212628223755,2,2,67
sangam vihar,tilak nagar,21.213507885896632,2,1,84
tilak nagar,sangam vihar,21.213507885896632,1,2,67
sangam vihar,tis hazari,18.97127165174389,2,2,67
tis hazari,sangam vihar,18.97127165174389,2,2,67
sangam vihar,trilokpuri,13.693174186005775,2,2,67
trilokpuri,sangam vihar,13.693174186005775,2,2,67
sangam vihar,tughlakabad,3.1884006245798835,2,1,84
tughlakabad,sangam vihar,3.1884006245798835,1,2,67
sangam vihar,vasant kunj,9.019237182614171,2,2,67
vasant kunj,sangam vihar,9.019237182614171,2,2,67
sangam vihar,vijay nagar,21.864039704183387,2,1,84
vijay nagar,sangam vihar,21.864039704183387,1,2,67
sangam vihar,wazirabad,16.42035546402349,2,2,67
wazirabad,sangam vihar,16.42035546402349,2,2,67
sangam vihar,yamuna vihar,22.77332702194433,2,1,84
yamuna vihar,sangam vihar,22.77332702194433,1,2,67
sarai kale khan,shalimar bagh,17.813560961922054,1,2,67
shalimar bagh,sarai kale khan,17.813560961922054,2,1,84
sarai kale khan,tilak nagar,16.894285784268654,1,1,84
tilak nagar,sarai kale khan,16.894285784268654,1,1,84
sarai kale khan,tis hazari,9.753622209101843,1,2,67
tis hazari,sarai kale khan,9.753622209101843,2,1,84
sarai kale khan,trilokpuri,5.357700702439298,1,2,67
trilokpuri,sarai kale khan,5.357700702439298,2,1,84
sarai kale khan,tughlakabad,8.295099777493556,1,1,84
tughlakabad,sarai kale khan,8.295099777493556,1,1,84
sarai kale khan,vasant kunj,11.837647808769276,1,2,67
vasant kunj,sarai kale khan,11.837647808769276,2,1,84
sarai kale khan,vijay nagar,12.824287688771202,1,1,84
vijay nagar,sarai kale khan,12.824287688771202,1,1,84
sarai kale khan,wazirabad,23.6622416495866,1,2,67
wazirabad,sarai kale khan,23.6622416495866,2,1,84
sarai kale khan,yamuna vihar,12.750595417992107,1,1,84
yamuna vihar,sarai kale khan,12.750595417992107,1,1,84
shalimar bagh,tilak nagar,10.2751102851071,2,1,84
tilak nagar,shalimar bagh,10.2751102851071,1,2,67
shalimar bagh,tis hazari,8.509948403823735,2,2,67
tis hazari,shalimar bagh,8.509948403823735,2,2,67
shalimar bagh,trilokpuri,19.63641508546976,2,2,67
trilokpuri,shalimar bagh,19.63641508546976,2,2,67
shalimar bagh,tughlakabad,25.44163572829815,2,1,84
tughlakabad,shalimar bagh,25.44163572829815,1,2,67
shalimar bagh,vasant kunj,20.929693589932125,2,2,67
vasant kunj,shalimar bagh,20.929693589932125,2,2,67
shalimar bagh,vijay nagar,5.732637076371898,2,1,84
vijay nagar,shalimar bagh,5.732637076371898,1,2,67
shalimar bagh,wazirabad,32.14133129305615,2,2,67
wazirabad,shalimar bagh,32.14133129305615,2,2,67
shalimar bagh,yamuna vihar,12.039782950224053,2,1,84
yamuna vihar,shalimar bagh,12.039782950224053,1,2,67
tilak nagar,tis hazari,12.347171634915075,1,2,67
tis hazari,tilak nagar,12.347171634915075,2,1,84
tilak nagar,trilokpuri,21.09357986948131,1,2,67
trilokpuri,tilak nagar,21.09357986948131,2,1,84
tilak nagar,tughlakabad,22.019004376162318,1,1,84
tughlakabad,tilak nagar,22.019004376162318,1,1,84
tilak nagar,vasant kunj,13.60621524938338,1,2,67
vasant kunj,tilak nagar,13.60621524938338,2,1,84
tilak nagar,vijay nagar,11.984600493283406,1,1,84
vijay nagar,tilak nagar,11.984600493283406,1,1,84
tilak nagar,wazirabad,22.901928691597448,1,2,67
wazirabad,tilak nagar,22.901928691597448,2,1,84
tilak nagar,yamuna vihar,18.69921302860152,1,1,84
yamuna vihar,tilak nagar,18.69921302860152,1,1,84
tis hazari,trilokpuri,11.134049125572998,2,2,67
trilokpuri,tis hazari,11.134049125572998,2,2,67
tis hazari,tughlakabad,17.87371607402775,2,1,84
tughlakabad,tis hazari,17.87371607402775,1,2,67
tis hazari,vasant kunj,16.504508828861464,2,2,67
vasant kunj,tis hazari,16.504508828861464,2,2,67
tis hazari,vijay nagar,3.0791931305013414,2,1,84
vijay nagar,tis hazari,3.0791931305013414,1,2,67
tis hazari,wazirabad,28.844459487982732,2,2,67
wazirabad,tis hazari,28.844459487982732,2,2,67
tis hazari,yamuna vihar,6.605285335794751,2,1,84
yamuna vihar,tis hazari,6.605285335794751,1,2,67
trilokpuri,tughlakabad,11.042787771067905,2,1,84
tughlakabad,trilokpuri,11.042787771067905,1,2,67
trilokpuri,vasant kunj,17.14653767783027,2,2,67
vasant kunj,trilokpuri,17.14653767783027,2,2,67
trilokpuri,vijay nagar,14.005371683867828,2,1,84
vijay nagar,trilokpuri,14.005371683867828,1,2,67
trilokpuri,wazirabad,28.682084107669912,2,2,67
wazirabad,trilokpuri,28.682084107669912,2,2,67
trilokpuri,yamuna vihar,11.03942283293498,2,1,84
yamuna vihar,trilokpuri,11.03942283293498,1,2,67
tughlakabad,vasant kunj,11.18388350226166,1,2,67
vasant kunj,tughlakabad,11.18388350226166,2,1,84
tughlakabad,vijay nagar,20.89299861165912,1,1,84
vijay nagar,tughlakabad,20.89299861165912,1,1,84
tughlakabad,wazirabad,19.59525185245595,1,2,67
wazirabad,tughlakabad,19.59525185245595,2,1,84
tughlakabad,yamuna vihar,20.883198402582664,1,1,84
yamuna vihar,tughlakabad,20.883198402582664,1,1,84
vasant kunj,vijay nagar,18.635268581234726,2,1,84
vijay nagar,vasant kunj,18.635268581234726,1,2,67
vasant kunj,wazirabad,12.442798571504493,2,2,67
wazirabad,vasant kunj,12.442798571504493,2,2,67
vasant kunj,yamuna vihar,22.275076589086986,2,1,84
yamuna vihar,vasant kunj,22.275076589086986,1,2,67
vijay nagar,wazirabad,30.749307505426675,1,2,67
wazirabad,vijay nagar,30.749307505426675,2,1,84
vijay nagar,yamuna vihar,7.002098661093148,1,1,84
yamuna vihar,vijay nagar,7.002098661093148,1,1,84
wazirabad,yamuna vihar,34.71785008303669,2,1,84
yamuna vihar,wazirabad,34.71785008303669,1,2,67
